"No.","Time","Source","Destination","Protocol","Length","Info"
"1348","31.796417","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=1079475 Ack=1394 Win=69120 Len=1208 TSval=2979742635 TSecr=2181466635"
"1349","31.801754","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1350","31.801809","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1081891 Win=630144 Len=0 TSval=2181466832 TSecr=2979742635"
"1351","31.801952","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1352","31.802159","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1353","31.802170","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1084307 Win=635392 Len=0 TSval=2181466833 TSecr=2979742640"
"1354","31.816912","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1355","31.816913","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1356","31.816913","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1357","31.817023","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1087931 Win=642688 Len=0 TSval=2181466848 TSecr=2979742644"
"1358","31.817260","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1359","31.817270","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1090347 Win=647936 Len=0 TSval=2181466848 TSecr=2979742652"
"1360","31.817339","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1361","31.822730","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1362","31.822730","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1363","31.822785","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1092763 Win=653056 Len=0 TSval=2181466853 TSecr=2979742656"
"1364","31.823442","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1365","31.823443","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1366","31.823474","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1095179 Win=658176 Len=0 TSval=2181466854 TSecr=2979742661"
"1367","31.823601","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1368","31.823610","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1097595 Win=663296 Len=0 TSval=2181466854 TSecr=2979742666"
"1369","31.823738","34.107.243.93","192.168.33.100","TLSv1.3","864","Application Data, Application Data"
"1370","31.823974","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1371","31.828634","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1372","31.828634","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1373","31.828691","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1100011 Win=668416 Len=0 TSval=2181466859 TSecr=2979742671"
"1374","31.828835","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1375","31.828841","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1102427 Win=673664 Len=0 TSval=2181466860 TSecr=2979742675"
"1376","31.829357","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1377","31.829357","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1378","31.829383","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1104843 Win=678400 Len=0 TSval=2181466860 TSecr=2979742680"
"1379","31.829578","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1380","31.829646","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1107259 Win=683648 Len=0 TSval=2181466860 TSecr=2979742685"
"1381","31.829851","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1382","31.830104","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1383","31.830128","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1109675 Win=688768 Len=0 TSval=2181466861 TSecr=2979742690"
"1384","31.834927","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1385","31.835240","34.107.243.93","192.168.33.100","TCP","78","[TCP Dup ACK 1235#1] 443  >  57486 [ACK] Seq=219 Ack=658 Win=67072 Len=0 TSval=3683250781 TSecr=3985918201 SLE=746 SRE=747"
"1386","31.835241","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1387","31.835241","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1388","31.835279","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1112091 Win=693888 Len=0 TSval=2181466866 TSecr=2979742695"
"1389","31.835637","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1390","31.835637","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=1114507 Ack=1394 Win=69120 Len=1208 TSval=2979742704 TSecr=2181466739"
"1391","31.835668","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1114507 Win=699008 Len=0 TSval=2181466866 TSecr=2979742699"
"1392","31.835925","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1393","31.835946","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1116923 Win=704128 Len=0 TSval=2181466867 TSecr=2979742704"
"1394","31.836154","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1395","31.840286","34.120.115.102","192.168.33.100","TCP","74","443  >  36806 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1318 SACK_PERM TSval=1013425387 TSecr=2393552130 WS=256"
"1396","31.840339","192.168.33.100","34.120.115.102","TCP","66","36806  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2393552244 TSecr=1013425387"
"1397","31.840466","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1398","31.840484","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1119339 Win=709248 Len=0 TSval=2181466871 TSecr=2979742709"
"1399","31.841049","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1400","31.841067","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1121755 Win=714112 Len=0 TSval=2181466872 TSecr=2979742714"
"1401","31.841270","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1402","31.841270","34.107.243.93","192.168.33.100","TCP","78","443  >  57486 [ACK] Seq=219 Ack=722 Win=67072 Len=0 TSval=3683250812 TSecr=3985918202 SLE=746 SRE=747"
"1403","31.841283","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1124171 Win=718976 Len=0 TSval=2181466872 TSecr=2979742718"
"1404","31.841270","34.107.243.93","192.168.33.100","TCP","66","443  >  57486 [ACK] Seq=219 Ack=747 Win=67072 Len=0 TSval=3683250818 TSecr=3985918202"
"1405","31.841700","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1406","31.841700","34.107.243.93","192.168.33.100","TCP","66","443  >  57486 [FIN, ACK] Seq=219 Ack=747 Win=67072 Len=0 TSval=3683250818 TSecr=3985918202"
"1407","31.841741","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1126587 Win=723840 Len=0 TSval=2181466872 TSecr=2979742723"
"1408","31.841825","192.168.33.100","34.107.243.93","TCP","66","57486  >  443 [ACK] Seq=747 Ack=220 Win=64128 Len=0 TSval=3985918336 TSecr=3683250818"
"1409","31.842106","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1410","31.842118","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1129003 Win=728576 Len=0 TSval=2181466873 TSecr=2979742728"
"1411","31.842377","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1412","31.842599","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1413","31.842611","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1131419 Win=733824 Len=0 TSval=2181466873 TSecr=2979742733"
"1414","31.842724","192.168.33.100","34.120.115.102","TLSv1.3","583","Client Hello (SNI=contile-images.services.mozilla.com)"
"1415","31.846933","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1416","31.847039","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1133835 Win=738560 Len=0 TSval=2181466878 TSecr=2979742737"
"1417","31.847843","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1418","31.847844","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1419","31.848324","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1136251 Win=743424 Len=0 TSval=2181466879 TSecr=2979742742"
"1420","31.849472","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1421","31.849473","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1422","31.849546","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1138667 Win=748544 Len=0 TSval=2181466880 TSecr=2979742747"
"1423","31.853357","192.168.33.100","34.107.243.93","QUIC","1399","Initial, DCID=e64598bda8e868a0, SCID=5dae2b, PKN: 0, CRYPTO"
"1424","31.856627","192.168.33.251","192.168.33.100","ICMP","590","Destination unreachable (Fragmentation needed)"
"1425","31.864000","192.168.33.100","34.107.243.93","TCP","66","57478  >  443 [ACK] Seq=1342 Ack=1017 Win=64128 Len=0 TSval=3985918358 TSecr=434733327"
"1426","31.868403","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1427","31.868449","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1141083 Win=753792 Len=0 TSval=2181466899 TSecr=2979742752"
"1428","31.868770","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1429","31.868804","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1143499 Win=758528 Len=0 TSval=2181466900 TSecr=2979742757"
"1430","31.869363","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1431","31.869363","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1432","31.869401","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1145915 Win=763392 Len=0 TSval=2181466900 TSecr=2979742761"
"1433","31.871396","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1434","31.871397","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1435","31.871414","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1148331 Win=768512 Len=0 TSval=2181466902 TSecr=2979742766"
"1436","31.873271","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1437","31.873271","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1438","31.873333","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1150747 Win=773632 Len=0 TSval=2181466904 TSecr=2979742773"
"1439","31.878383","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1440","31.878428","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1153163 Win=778880 Len=0 TSval=2181466909 TSecr=2979742780"
"1441","31.879089","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1442","31.879089","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1443","31.879117","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1155579 Win=783616 Len=0 TSval=2181466910 TSecr=2979742786"
"1444","31.879217","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1157995 Win=788480 Len=0 TSval=2181466910 TSecr=2979742793"
"1445","31.880137","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1446","31.880137","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1447","31.880137","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1448","31.880191","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1160411 Win=793344 Len=0 TSval=2181466911 TSecr=2979742800"
"1449","31.880391","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1162827 Win=798208 Len=0 TSval=2181466911 TSecr=2979742807"
"1450","31.880819","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1451","31.880819","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1452","31.881016","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1453","31.881581","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1454","31.884324","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1165243 Win=802944 Len=0 TSval=2181466915 TSecr=2979742809"
"1455","31.884658","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1167659 Win=807808 Len=0 TSval=2181466915 TSecr=2979742812"
"1456","31.884853","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1170075 Win=812672 Len=0 TSval=2181466916 TSecr=2979742814"
"1457","31.885026","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1172491 Win=817536 Len=0 TSval=2181466916 TSecr=2979742817"
"1458","31.898075","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1459","31.898197","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1460","31.898233","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1174907 Win=822656 Len=0 TSval=2181466929 TSecr=2979742820"
"1461","31.904082","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1462","31.904155","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1177323 Win=827520 Len=0 TSval=2181466935 TSecr=2979742822"
"1463","31.904657","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","2502","443  >  43840 [PSH, ACK] Seq=1177323 Ack=1394 Win=69120 Len=2416 TSval=2979742825 TSecr=2181466860"
"1464","31.904658","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1465","31.904719","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1179739 Win=832256 Len=0 TSval=2181466935 TSecr=2979742825"
"1466","31.905138","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1182155 Win=837120 Len=0 TSval=2181466936 TSecr=2979742827"
"1467","31.905277","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1468","31.905293","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1184571 Win=841984 Len=0 TSval=2181466936 TSecr=2979742830"
"1469","31.909393","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1470","31.909591","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1471","31.909605","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1186987 Win=847104 Len=0 TSval=2181466940 TSecr=2979742832"
"1472","31.909812","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1473","31.910069","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1474","31.910092","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1189403 Win=852224 Len=0 TSval=2181466941 TSecr=2979742835"
"1475","31.910475","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1476","31.910498","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1191819 Win=857088 Len=0 TSval=2181466941 TSecr=2979742837"
"1477","31.910724","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1478","31.910977","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1479","31.910998","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1194235 Win=862208 Len=0 TSval=2181466942 TSecr=2979742840"
"1480","31.916220","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1481","31.916221","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1482","31.916503","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1196651 Win=867072 Len=0 TSval=2181466947 TSecr=2979742842"
"1483","31.916919","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1199067 Win=871936 Len=0 TSval=2181466948 TSecr=2979742844"
"1484","31.917115","34.120.115.102","192.168.33.100","TCP","66","443  >  36806 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=1013425509 TSecr=2393552246"
"1485","31.917116","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1486","31.922243","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1487","31.922244","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"1488","31.922359","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1201483 Win=877056 Len=0 TSval=2181466953 TSecr=2979742847"
"1489","31.922637","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1203899 Win=881920 Len=0 TSval=2181466953 TSecr=2979742849"
"1490","31.924721","34.120.115.102","192.168.33.100","TLSv1.3","1372","Server Hello, Change Cipher Spec"
"1491","31.924774","192.168.33.100","34.120.115.102","TCP","66","36806  >  443 [ACK] Seq=518 Ack=1307 Win=64128 Len=0 TSval=2393552328 TSecr=1013425511"
"1492","31.924906","34.120.115.102","192.168.33.100","TCP","1372","443  >  36806 [PSH, ACK] Seq=1307 Ack=518 Win=66816 Len=1306 TSval=1013425511 TSecr=2393552246 [TCP segment of a reassembled PDU]"
"1493","31.924915","192.168.33.100","34.120.115.102","TCP","66","36806  >  443 [ACK] Seq=518 Ack=2613 Win=63488 Len=0 TSval=2393552329 TSecr=1013425511"
"1494","31.925046","34.120.115.102","192.168.33.100","TLSv1.3","624","Application Data"
"1495","31.925054","192.168.33.100","34.120.115.102","TCP","66","36806  >  443 [ACK] Seq=518 Ack=3171 Win=62976 Len=0 TSval=2393552329 TSecr=1013425511"
"1496","31.928312","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1497","31.928517","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1498","31.928536","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1206315 Win=887040 Len=0 TSval=2181466959 TSecr=2979742851"
"1499","31.938272","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1500","31.938328","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1501","31.938362","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1208731 Win=892160 Len=0 TSval=2181466969 TSecr=2979742854"
"1502","31.943643","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1503","31.950028","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"1504","31.950081","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=1211147 Win=897280 Len=0 TSval=2181466981 TSecr=2979742856"
