"No.","Time","Source","Destination","Protocol","Length","Info"
"755","30.727437","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Application Data"
"756","30.727482","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=528627 Win=575488 Len=0 TSval=2181465758 TSecr=2979741492"
"757","30.731877","192.168.33.100","34.149.100.209","TCP","315","[TCP Retransmission] 47586  >  443 [PSH, ACK] Seq=752 Ack=3169 Win=64128 Len=249 TSval=3698500312 TSecr=1983803287"
"758","30.737233","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Application Data"
"759","30.743263","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Application Data"
"760","30.743350","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=531043 Win=575488 Len=0 TSval=2181465774 TSecr=2979741492"
"761","30.743496","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Application Data"
"762","30.749020","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Application Data"
"763","30.749092","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=533459 Win=575488 Len=0 TSval=2181465780 TSecr=2979741493"
"764","30.754757","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Application Data"
"765","30.754867","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Application Data"
"766","30.754936","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=535875 Win=574592 Len=0 TSval=2181465786 TSecr=2979741494"
"767","30.769643","192.168.33.100","192.168.33.251","DNS","85","Standard query 0x0f44 A push.services.mozilla.com"
"768","30.773018","192.168.33.251","192.168.33.100","DNS","139","Standard query response 0x0f44 A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 34.107.243.93"
"769","30.773957","192.168.33.100","34.107.243.93","TCP","74","57486  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3985917268 TSecr=0 WS=128"
"770","30.774456","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Application Data"
"771","30.781756","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Application Data, Application Data"
"772","30.781813","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465812 TSecr=2979741494"
"773","30.781975","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","[TCP Previous segment not captured] 443  >  43840 [ACK] Seq=540707 Ack=1394 Win=69120 Len=1208 TSval=2979741497 TSecr=2181465540 [TCP segment of a reassembled PDU]"
"774","30.782099","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#1] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465813 TSecr=2979741494 SLE=540707 SRE=541915"
"775","30.787211","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"776","30.787234","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#2] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465818 TSecr=2979741494 SLE=540707 SRE=544331"
"777","30.787411","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"778","30.787420","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#3] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465818 TSecr=2979741494 SLE=540707 SRE=545539"
"779","30.787652","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"780","30.787846","192.168.33.100","34.107.243.93","TCP","97","[TCP Retransmission] 57476  >  443 [PSH, ACK] Seq=752 Ack=3695 Win=64128 Len=31 TSval=3985917282 TSecr=1760641644"
"781","30.788805","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#4] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465818 TSecr=2979741494 SLE=540707 SRE=546747"
"782","30.798305","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"783","30.799448","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#5] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465829 TSecr=2979741494 SLE=540707 SRE=547955"
"784","30.803593","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"785","30.803755","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"786","30.804879","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#6] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465834 TSecr=2979741494 SLE=540707 SRE=550371"
"787","30.826797","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"788","30.828151","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#7] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465858 TSecr=2979741494 SLE=540707 SRE=551579"
"789","30.832343","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"790","30.833528","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#8] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465863 TSecr=2979741494 SLE=540707 SRE=553995"
"791","30.840851","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"792","30.842091","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#9] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465872 TSecr=2979741494 SLE=540707 SRE=555203"
"793","30.846747","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"794","30.847944","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#10] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465877 TSecr=2979741494 SLE=540707 SRE=556411"
"795","30.856693","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"796","30.857872","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#11] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465887 TSecr=2979741494 SLE=540707 SRE=557619"
"797","30.864118","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"798","30.865348","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#12] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465895 TSecr=2979741494 SLE=540707 SRE=558827"
"799","30.873278","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"800","30.874480","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#13] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465904 TSecr=2979741494 SLE=540707 SRE=561243"
"801","30.879087","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"802","30.879345","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"803","30.880673","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#14] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465910 TSecr=2979741494 SLE=540707 SRE=563659"
"804","30.884919","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"805","30.884919","34.107.243.93","192.168.33.100","TCP","74","443  >  57478 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1318 SACK_PERM TSval=434732173 TSecr=3985917013 WS=256"
"806","30.885043","192.168.33.100","34.107.243.93","TCP","66","57478  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3985917379 TSecr=434732173"
"807","30.885271","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"808","30.885316","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"809","30.886189","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#15] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465916 TSecr=2979741494 SLE=540707 SRE=567283"
"810","30.887020","192.168.33.100","34.107.243.93","TLSv1.3","723","Client Hello (SNI=push.services.mozilla.com)"
"811","30.904874","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"812","30.904875","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"813","30.904943","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"814","30.905200","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"815","30.906161","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#16] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465936 TSecr=2979741494 SLE=540707 SRE=572115"
"816","30.910348","34.107.243.93","192.168.33.100","TCP","66","443  >  57476 [ACK] Seq=3695 Ack=783 Win=67840 Len=0 TSval=1760641764 TSecr=3985917002"
"817","30.917458","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","3710","Continuation Data"
"818","30.917733","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"819","30.918739","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#17] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465948 TSecr=2979741494 SLE=540707 SRE=576947"
"820","30.922478","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"821","30.923731","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#18] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465953 TSecr=2979741494 SLE=540707 SRE=579363"
"822","30.942368","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"823","30.943559","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#19] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465973 TSecr=2979741494 SLE=540707 SRE=580571"
"824","30.948560","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"825","30.949762","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#20] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465979 TSecr=2979741494 SLE=540707 SRE=581779"
"826","30.956247","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"827","30.956433","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"828","30.957506","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#21] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465987 TSecr=2979741494 SLE=540707 SRE=584195"
"829","30.962307","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"830","30.962599","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"831","30.962834","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"832","30.963480","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#22] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465994 TSecr=2979741494 SLE=540707 SRE=589027"
"833","30.968028","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"834","30.969264","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#23] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181465999 TSecr=2979741494 SLE=540707 SRE=590235"
"835","30.975211","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"836","30.976384","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#24] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466006 TSecr=2979741494 SLE=540707 SRE=591443"
"837","30.980834","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"838","30.982027","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#25] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466012 TSecr=2979741494 SLE=540707 SRE=592651"
"839","30.988665","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"840","30.989815","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#26] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466019 TSecr=2979741494 SLE=540707 SRE=593859"
"841","30.994662","34.149.100.209","192.168.33.100","TLSv1.3","652","Application Data, Application Data"
"842","30.994663","34.149.100.209","192.168.33.100","TLSv1.3","97","Application Data"
"843","30.994663","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"844","30.994700","192.168.33.100","34.149.100.209","TCP","66","47586  >  443 [ACK] Seq=1001 Ack=3755 Win=64128 Len=0 TSval=3698500574 TSecr=1983803513"
"845","30.994834","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"846","30.994852","192.168.33.100","34.149.100.209","TCP","66","47586  >  443 [ACK] Seq=1001 Ack=3786 Win=64128 Len=0 TSval=3698500575 TSecr=1983803513"
"847","30.995130","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"848","30.995468","192.168.33.100","34.149.100.209","TLSv1.3","97","Application Data"
"849","30.996059","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#27] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466026 TSecr=2979741494 SLE=540707 SRE=597483"
"850","30.999864","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"851","31.000053","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"852","31.000230","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"853","31.000488","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"854","31.001063","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#28] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466031 TSecr=2979741494 SLE=540707 SRE=603523"
"855","31.006569","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"856","31.007718","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#29] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466037 TSecr=2979741494 SLE=540707 SRE=604731"
"857","31.017152","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=604731 Ack=1394 Win=69120 Len=1208 TSval=2979741549 TSecr=2181465591 [TCP segment of a reassembled PDU]"
"858","31.018768","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#30] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466048 TSecr=2979741494 SLE=540707 SRE=605939"
"859","31.022943","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=605939 Ack=1394 Win=69120 Len=1208 TSval=2979741549 TSecr=2181465591 [TCP segment of a reassembled PDU]"
"860","31.023055","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [PSH, ACK] Seq=607147 Ack=1394 Win=69120 Len=1208 TSval=2979741549 TSecr=2181465591 [TCP segment of a reassembled PDU]"
"861","31.024118","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#31] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466054 TSecr=2979741494 SLE=540707 SRE=608355"
"862","31.029785","34.149.100.209","192.168.33.100","TLSv1.3","443","Application Data"
"863","31.035699","34.149.100.209","192.168.33.100","TLSv1.3","426","Application Data"
"864","31.035700","34.149.100.209","192.168.33.100","TLSv1.3","105","Application Data"
"865","31.036074","192.168.33.100","34.149.100.209","TCP","66","47586  >  443 [ACK] Seq=1032 Ack=4562 Win=64128 Len=0 TSval=3698500616 TSecr=1983803533"
"866","31.036224","192.168.33.100","34.149.100.209","TLSv1.3","105","Application Data"
"867","31.041674","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=608355 Ack=1394 Win=69120 Len=1208 TSval=2979741568 TSecr=2181465612 [TCP segment of a reassembled PDU]"
"868","31.042943","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#32] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466072 TSecr=2979741494 SLE=540707 SRE=609563"
"869","31.047576","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=609563 Ack=1394 Win=69120 Len=1208 TSval=2979741568 TSecr=2181465612 [TCP segment of a reassembled PDU]"
"870","31.049164","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#33] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466078 TSecr=2979741494 SLE=540707 SRE=610771"
"871","31.056166","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [PSH, ACK] Seq=610771 Ack=1394 Win=69120 Len=1208 TSval=2979741568 TSecr=2181465612 [TCP segment of a reassembled PDU]"
"872","31.057312","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#34] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466087 TSecr=2979741494 SLE=540707 SRE=611979"
"873","31.062562","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","3710","443  >  43840 [PSH, ACK] Seq=611979 Ack=1394 Win=69120 Len=3624 TSval=2979741568 TSecr=2181465615 [TCP segment of a reassembled PDU]"
"874","31.062562","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=615603 Ack=1394 Win=69120 Len=1208 TSval=2979741569 TSecr=2181465615 [TCP segment of a reassembled PDU]"
"875","31.063065","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","SSLv2","2502","Encrypted Data"
"876","31.064870","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#35] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466094 TSecr=2979741494 SLE=540707 SRE=619227"
"877","31.068284","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"878","31.068449","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"879","31.068713","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"880","31.068955","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"881","31.069526","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#36] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466100 TSecr=2979741494 SLE=540707 SRE=625267"
"882","31.074950","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"883","31.074991","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"884","31.075335","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"885","31.076744","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#37] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466106 TSecr=2979741494 SLE=540707 SRE=628891"
"886","31.083916","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"887","31.083916","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"888","31.083967","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"889","31.084215","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"890","31.085127","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#38] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466115 TSecr=2979741494 SLE=540707 SRE=633723"
"891","31.095795","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"892","31.095902","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"893","31.096117","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"894","31.097208","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#39] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466127 TSecr=2979741494 SLE=540707 SRE=637347"
"895","31.101108","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"896","31.101241","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"897","31.101477","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"898","31.102281","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","98","[TCP Dup ACK 772#40] 43840  >  443 [ACK] Seq=1394 Ack=539499 Win=574592 Len=0 TSval=2181466132 TSecr=2979741494 SLE=540707 SRE=640971"
"899","31.109921","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"900","31.110102","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
